"","campus","faculty","semester","program","gender1","gender2","enough_info_delivery","enough_info_assessment","enough_time","online_access","resource_access","scheduled_learning","learning_duration","collaborative_study","constant_feedback","comfortably_study","STD.DVN","gender"
"18215",3,12,"1.0","Bachelor in Sport Science (Hons)",NA,"Female",4,4,4,3,4,4,4,3,4,2,0.663324958,NA
"18230",5,24,"4.0","BA118",NA,"Female",4,4,4,3,4,4,4,3,4,2,0.663324958,NA
"18235",3,10,"4.0","CS245","Male",NA,4,4,4,3,4,4,4,3,4,2,0.663324958,"Male"
"18249",3,9,"4.0","AS113",NA,"Female",3,4,3,3,4,4,4,3,4,2,0.663324958,NA
"18257",3,12,"2.0","SR111",NA,"Female",4,4,4,4,3,4,4,3,4,2,0.663324958,NA
"18267",3,11,"4.0","AP120","Male",NA,4,4,4,4,3,4,4,3,4,2,0.663324958,"Male"
"18270",5,15,"5.0","DIPLOMA IN PUBLIC ADMINISTRATION",NA,"Female",4,4,4,4,3,4,4,3,4,2,0.663324958,NA
"18274",5,23,"4.0","Diploma in Accounting",NA,"Female",3,4,3,4,3,4,4,3,4,2,0.663324958,NA
"18297",3,11,"2.0","AP120","Male",NA,4,4,3,3,3,4,4,3,4,2,0.663324958,"Male"
"18334",5,23,"2.0","Diploma",NA,"Female",4,4,4,3,3,3,4,3,4,2,0.663324958,NA
"18335",3,11,"2.0","2.0",NA,"Female",4,4,4,3,3,3,4,3,4,2,0.663324958,NA
"18367",3,9,"4.0","Industrial Chemistry",NA,"Female",4,4,4,3,3,4,3,3,4,2,0.663324958,NA
"18406",5,24,"1.0","Business studies",NA,"Female",3,4,4,3,3,4,4,4,3,2,0.663324958,NA
"18423",3,10,"4.0","Diploma in Computer Science","Male",NA,4,4,4,4,3,3,3,4,3,2,0.663324958,"Male"
"18428",5,24,"4.0","BA246",NA,"Female",4,4,4,4,4,4,4,3,3,2,0.663324958,NA
"18443",3,9,"2.0","Diploma science","Male",NA,4,4,3,3,4,4,4,3,3,2,0.663324958,"Male"
"18457",3,9,"2.0","polymer technology",NA,"Female",4,4,4,3,3,4,4,3,3,2,0.663324958,NA
"18500",5,26,"2.0","IM 120",NA,"Female",3,3,2,2,2,4,3,2,3,2,0.663324958,NA
"18512",5,23,"4.0","BACHELOR OF ACCOUNTANCY(HONS)",NA,"Female",4,3,2,2,2,3,3,2,3,2,0.663324958,NA
"18539",3,9,"4.0","DIPLOMA  INDUSTRY CHEMISTRY",NA,"Female",3,3,1,3,3,2,2,2,3,2,0.663324958,NA
"18544",5,26,"3.0","IM120",NA,"Female",1,1,1,2,2,1,1,2,3,2,0.663324958,NA
"18566",5,15,"4.0","Diploma in Public Administration",NA,"Female",4,3,2,3,3,2,2,3,2,2,0.663324958,NA
"18568",5,24,"4.0","BANKING STUDIES",NA,"Female",3,4,3,3,2,2,2,3,2,2,0.663324958,NA
"18591",3,24,"4.0","Human Resource",NA,"Female",4,3,2,2,2,3,2,2,2,2,0.663324958,NA
"18599",3,12,"4.0","Sr 113","Male",NA,3,3,3,3,3,2,2,1,2,2,0.663324958,"Male"
"18607",3,24,"2.0","Bacheloe in Human Resources","Male",NA,3,3,3,2,2,3,3,3,3,1,0.663324958,"Male"
"18608",5,10,"2.0","Computer Science","Male",NA,3,3,3,2,2,3,3,3,3,1,0.663324958,"Male"
"18628",5,10,"2.0","CS110","Male",NA,3,3,2,2,2,3,3,2,3,1,0.663324958,"Male"
"18638",5,17,"2.0","AD111",NA,"Female",3,3,3,2,3,2,2,2,3,1,0.663324958,NA
"18658",5,15,"2.0","SCIENCE ADMIN",NA,"Female",3,3,3,2,3,2,3,2,2,1,0.663324958,NA
"18689",3,24,"4.0","Degree in Business Administration (Hons.) Marketing","Male",NA,5,5,4,3,5,4,5,4,5,5,0.670820393,"Male"
"18697",3,23,"2.0","Accounting Information System",NA,"Female",4,4,4,5,5,5,5,3,5,5,0.670820393,NA
"18728",5,17,"2.0","AD111",NA,"Female",4,4,3,3,3,4,3,3,3,5,0.670820393,NA
"18730",5,10,"2.0","Dip in Science Computer",NA,"Female",3,4,4,4,3,3,3,3,3,5,0.670820393,NA
"18746",5,26,"4.0","Bachelor of information studies (hons) library management",NA,"Female",3,3,4,3,3,4,3,3,5,4,0.670820393,NA
"18749",3,24,"1.0","BA240",NA,"Female",5,5,5,3,5,5,5,4,4,4,0.670820393,NA
"18781",3,12,"2.0","Health and fitness",NA,"Female",4,4,4,3,2,3,3,4,4,4,0.670820393,NA
"18798",5,23,"4.0","AC220",NA,"Female",4,4,2,3,3,4,4,3,4,4,0.670820393,NA
"18801",3,10,"6.0","Management Mathematics",NA,"Female",4,4,2,3,3,4,4,3,4,4,0.670820393,NA
"18828",5,10,"4.0","Computet science",NA,"Female",4,3,2,4,4,3,4,3,4,4,0.670820393,NA
"18894",5,10,"4.0","Cs110?","Male",NA,4,3,2,4,4,3,4,4,3,4,0.670820393,"Male"
"18908",5,23,"3.0","AC220","Male",NA,3,4,2,4,4,4,4,3,3,4,0.670820393,"Male"
"18910",5,26,"4.0","Library Management",NA,"Female",2,4,4,3,4,4,4,3,3,4,0.670820393,NA
"18913",3,13,"4.0","DIPLOMA IN PLANTING MANAGEMENT",NA,"Female",4,4,3,2,4,4,4,3,3,4,0.670820393,NA
"18918",5,24,"2.0","BA243",NA,"Female",4,4,4,3,2,4,4,3,3,4,0.670820393,NA
"18920",5,10,"4.0","Diploma Computer Science",NA,"Female",4,4,4,3,2,4,4,3,3,4,0.670820393,NA
"18926",5,24,"4.0","BANKING STUDY",NA,"Female",3,3,3,5,4,4,3,3,3,4,0.670820393,NA
"18929",3,12,"4.0","RSR113","Male",NA,4,4,4,2,4,4,3,3,3,4,0.670820393,"Male"
"18931",3,10,"2.0","CS110",NA,"Female",3,4,3,4,4,4,4,2,3,4,0.670820393,NA
"18954",5,23,"5.0","full time",NA,"Female",4,4,4,4,3,3,4,3,2,4,0.670820393,NA
"19006",5,10,"4.0","CS110","Male",NA,4,4,3,2,3,4,4,4,4,3,0.670820393,"Male"
"19031",3,11,"2.0","AP120 (SCIENCE GEOMATIC)",NA,"Female",4,4,2,3,4,4,3,4,4,3,0.670820393,NA
"19034",5,23,"4.0","accountancy","Male",NA,4,4,2,3,4,4,3,4,4,3,0.670820393,"Male"
"19037",3,13,"4.0","AT110",NA,"Female",4,4,4,2,3,4,3,4,4,3,0.670820393,NA
"19064",5,24,"5.0","Finance management","Male",NA,4,4,3,2,4,4,4,3,4,3,0.670820393,"Male"
"19088",5,24,"4.0","International Business",NA,"Female",4,4,4,2,3,4,4,3,4,3,0.670820393,NA
"19089",3,24,"4.0","BA242 - Business Administration in Finance",NA,"Female",4,4,4,2,3,4,4,3,4,3,0.670820393,NA
"19109",3,9,"4.0","Diploma industrial chemistry",NA,"Female",4,4,4,3,2,4,4,3,4,3,0.670820393,NA
"19130",5,24,"4.0","Finance",NA,"Female",4,4,4,2,4,4,3,3,4,3,0.670820393,NA
"19158",5,24,"2.0","HUMAN RESOURCE",NA,"Female",4,4,3,3,4,4,4,2,4,3,0.670820393,NA
"19201",3,10,"5.0","Bachelor degree of data communication and networking","Male",NA,4,4,4,4,3,3,4,2,4,3,0.670820393,"Male"
"19222",5,24,"2.0","BA119 (banking)",NA,"Female",4,4,4,3,2,4,4,4,3,3,0.670820393,NA
"19232",5,26,"2.0","Library Management",NA,"Female",5,4,3,3,3,4,4,3,3,3,0.670820393,NA
"19275",3,10,"2.0","CS110",NA,"Female",3,2,2,1,3,3,3,3,2,3,0.670820393,NA
"19309",3,24,"2.0","BA240",NA,"Female",4,4,4,3,3,4,3,4,4,2,0.670820393,NA
"19392",5,24,"4.0","BA118",NA,"Female",4,4,4,3,3,4,4,3,4,2,0.670820393,NA
"19411",3,9,"2.0","Diploma in Polymer Technology","Male",NA,4,4,3,4,4,3,4,3,4,2,0.670820393,"Male"
"19441",3,10,"5.0","CS240",NA,"Female",4,4,4,3,4,4,3,3,4,2,0.670820393,NA
"19443",3,12,"4.0","Sr111","Male",NA,4,4,4,4,3,4,3,3,4,2,0.670820393,"Male"
"19493",3,12,"4.0","SR241",NA,"Female",3,2,3,1,2,3,3,3,3,2,0.670820393,NA
"19503",3,12,"4.0","SR 111- SPORT MANAGEMENT","Male",NA,2,2,4,2,2,3,3,2,3,2,0.670820393,"Male"
"19532",5,26,"2.0","IM110",NA,"Female",3,2,3,2,3,2,3,3,3,1,0.670820393,NA
"19593",3,13,"2.0","Plantation management",NA,"Female",4,4,5,3,3,5,4,4,4,5,0.7,NA
"19689",3,24,"2.0","SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEPUJIAN) KEWANGAN",NA,"Female",4,4,4,3,4,5,5,3,5,4,0.7,NA
"19691",3,10,"4.0","CS240",NA,"Female",4,4,4,3,5,5,4,3,5,4,0.7,NA
"19709",3,10,"5.0","Degree in Management Mathematics",NA,"Female",4,3,3,5,4,5,5,4,4,4,0.7,NA
"19737",3,13,"2.0","DIPLOMA IN PLANTING INDUSTRY MANAGEMENT",NA,"Female",5,5,4,3,3,4,3,4,4,4,0.7,NA
"19739",3,9,"2.0","Diploma In Science",NA,"Female",5,5,3,4,4,3,3,4,4,4,0.7,NA
"19740",5,24,"4.0","BA246",NA,"Female",5,5,4,3,4,3,3,4,4,4,0.7,NA
"19794",5,10,"2.0","CS110",NA,"Female",5,4,4,4,4,4,4,2,4,4,0.7,NA
"19800",5,26,"2.0","IM110",NA,"Female",3,3,2,3,2,3,3,2,4,4,0.7,NA
"19830",5,10,"2.0","Diploma sains komputer",NA,"Female",5,5,4,4,4,4,3,3,3,4,0.7,NA
"19832",5,26,"2.0","Information Management","Male",NA,3,3,1,3,3,3,3,3,3,4,0.7,"Male"
"19837",3,13,"4.0","DIPLOMA IN PLANTING INDUSTRY MANAGEMENT","Male",NA,3,4,3,2,2,2,3,3,3,4,0.7,"Male"
"19851",3,10,"4.0","CS110","Male",NA,4,4,2,3,3,3,3,2,3,4,0.7,"Male"
"19879",3,12,"2.0","SPORT STUDIES",NA,"Female",4,5,4,3,4,4,4,5,5,3,0.7,NA
"19907",3,10,"3.0","CS240",NA,"Female",5,5,4,4,4,4,4,3,5,3,0.7,NA
"19927",3,12,"2.0","SR111",NA,"Female",4,4,4,3,3,5,5,4,4,3,0.7,NA
"19941",3,10,"3.0","CS240",NA,"Female",4,5,4,3,3,5,4,4,4,3,0.7,NA
"19964",5,24,"5.0","Degree in Finance",NA,"Female",4,4,4,3,4,5,5,3,4,3,0.7,NA
"19971",3,13,"7.0","At232",NA,"Female",5,5,4,4,4,4,5,3,4,3,0.7,NA
"19986",5,17,"2.0","KAD114","Male",NA,5,5,5,4,4,4,4,3,4,3,0.7,"Male"
"19993",3,9,"2.0","RAS120",NA,"Female",5,5,4,3,4,4,4,3,4,3,0.7,NA
"20019",3,23,"2.0","Accounting Information System",NA,"Female",3,4,3,2,2,3,4,3,4,3,0.7,NA
"20038",5,24,"2.0","OFFICE MANAGEMENT AND TECHNOLOGY",NA,"Female",4,4,3,2,2,3,3,3,4,3,0.7,NA
"20043",3,10,"6.0","Bachelor in Information Technology (hons)","Male",NA,4,4,3,2,2,3,3,3,4,3,0.7,"Male"
"20049",3,10,"5.0","BACHELOR IN SCIENCE (HONS.) MANAGEMENT MATHEMATICS",NA,"Female",4,4,2,3,3,2,3,3,4,3,0.7,NA
"20083",3,9,"4.0","AS120","Male",NA,3,3,2,2,3,3,4,2,4,3,0.7,"Male"
"20088",5,24,"1.0","BA111",NA,"Female",3,3,3,2,2,3,4,2,4,3,0.7,NA
"20125",3,9,"2.0","Polymer technology",NA,"Female",3,4,3,2,3,2,3,2,4,3,0.7,NA
"20145",3,10,"2.0","CS110",NA,"Female",3,3,2,4,2,4,4,3,3,3,0.7,NA
"20162",5,24,"2.0","diploma in banking",NA,"Female",3,4,4,2,2,4,3,3,3,3,0.7,NA
"20183",3,12,"4.0","SR111",NA,"Female",4,4,4,3,2,2,3,3,3,3,0.7,NA
"20188",5,15,"4.0","Bachelor of Administrative Science (Hons.)","Male",NA,4,2,3,3,3,4,4,2,3,3,0.7,"Male"
"20237",3,10,"3.0","Bachelor in Information Technology (Hons)","Male",NA,3,3,4,4,3,2,3,4,2,3,0.7,"Male"
"20267",3,9,"2.0","AS113","Male",NA,4,4,5,4,4,4,4,4,4,2,0.7,"Male"
"20291",3,12,"4.0","SR113","Male",NA,3,2,3,4,3,3,4,3,4,2,0.7,"Male"
"20294",5,23,"4.0","AC110",NA,"Female",3,3,4,2,3,3,4,3,4,2,0.7,NA
"20399",3,11,"2.0","AP120",NA,"Female",4,3,2,3,3,3,3,2,4,2,0.7,NA
"20410",5,24,"2.0","DIPLOMA PENGURUSAN TEKNOLOGI DAN PEJABAT",NA,"Female",4,3,3,3,3,2,3,2,4,2,0.7,NA
"20474",5,23,"2.0","AC110",NA,"Female",4,4,4,2,3,3,3,3,3,2,0.7,NA
"20526",5,24,"2.0","Human Resource management",NA,"Female",3,3,4,3,3,2,4,2,3,2,0.7,NA
"20531",3,9,"2.0","AS120",NA,"Female",3,3,4,4,3,4,3,2,3,2,0.7,NA
"20558",5,23,"4.0","AC220",NA,"Female",3,4,4,2,3,3,3,2,3,2,0.7,NA
"20560",5,24,"2.0","BA249","Male",NA,4,4,3,2,3,3,3,2,3,2,0.7,"Male"
"20596",5,24,"2.0","Banking",NA,"Female",3,4,4,2,3,3,3,3,2,2,0.7,NA
"20618",5,10,"4.0","CS110",NA,"Female",3,3,2,2,1,2,2,2,3,1,0.7,NA
"20645",3,12,"4.0","Sports Management","Male",NA,4,5,5,3,4,4,4,3,5,5,0.748331477,"Male"
"20708",5,24,"2.0","Diploma in Banking Studies",NA,"Female",5,3,4,5,5,4,4,3,5,4,0.748331477,NA
"20723",3,9,"6.0","AS120",NA,"Female",4,5,2,3,4,4,4,4,4,4,0.748331477,NA
"20725",3,24,"2.0","Finance","Male",NA,4,5,3,4,2,4,4,4,4,4,0.748331477,"Male"
"20736",5,23,"2.0","Degree",NA,"Female",3,3,3,4,2,2,3,4,4,4,0.748331477,NA
"20749",3,9,"4.0","Faculty In Science",NA,"Female",5,5,5,3,4,4,5,3,4,4,0.748331477,NA
"20798",5,23,"3.0","ACC220","Male",NA,4,3,3,3,3,2,4,2,4,4,0.748331477,"Male"
"20803",3,23,"4.0","AC120",NA,"Female",3,4,3,4,2,3,3,2,4,4,0.748331477,NA
"20804",5,15,"1.0","AM110",NA,"Female",3,3,2,2,2,3,3,2,4,4,0.748331477,NA
"20811",3,10,"6.0","Diploma In Computer Science","Male",NA,4,5,3,5,4,5,5,4,3,4,0.748331477,"Male"
"20858",5,23,"3.0","ACC220",NA,"Female",4,3,2,2,3,2,3,2,3,4,0.748331477,NA
"20861",3,11,"2.0","Ap120",NA,"Female",3,3,3,2,4,2,2,2,3,4,0.748331477,NA
"20917",3,10,"4.0","CS245",NA,"Female",4,4,5,2,4,4,4,4,4,3,0.748331477,NA
"20920",5,24,"2.0","Diploma in Banking",NA,"Female",5,5,3,3,3,4,4,4,4,3,0.748331477,NA
"20921",3,10,"2.0","CS110",NA,"Female",3,3,2,2,3,4,4,4,4,3,0.748331477,NA
"20964",5,24,"3.0","Banking",NA,"Female",5,4,5,3,3,4,4,3,4,3,0.748331477,NA
"20969",3,10,"7.0","CS240",NA,"Female",5,5,4,3,3,4,4,3,4,3,0.748331477,NA
"20977",3,11,"2.0","AP120",NA,"Female",3,3,4,2,2,4,4,3,4,3,0.748331477,NA
"20979",3,13,"5.0","Horticulture Technology","Male",NA,3,4,3,2,2,4,4,3,4,3,0.748331477,"Male"
"20989",3,12,"4.0","SR 113","Male",NA,3,4,4,2,2,3,4,3,4,3,0.748331477,"Male"
"21009",3,13,"1.0","Horticulture Technology",NA,"Female",4,4,4,2,2,3,3,3,4,3,0.748331477,NA
"21016",5,26,"2.0","IM244","Male",NA,4,4,4,2,3,2,3,3,4,3,0.748331477,"Male"
"21049",3,24,"2.0","Marketing",NA,"Female",4,4,2,3,3,3,4,2,4,3,0.748331477,NA
"21059",3,9,"4.0","AS113",NA,"Female",4,3,2,3,4,4,3,2,4,3,0.748331477,NA
"21068",5,23,"3.0","Bachelors Degree in Accountancy","Male",NA,4,4,3,3,2,4,3,2,4,3,0.748331477,"Male"
"21099",3,10,"4.0","CS110","Male","Female",3,3,2,4,2,4,4,4,3,3,0.748331477,"Male"
"21144",5,23,"2.0","AC110",NA,"Female",3,3,4,2,4,4,4,2,3,3,0.748331477,NA
"21170",5,24,"4.0","Office Management and Technology",NA,"Female",3,3,3,4,3,2,3,1,3,3,0.748331477,NA
"21173",3,12,"4.0","SR 245",NA,"Female",3,3,2,3,2,2,4,4,2,3,0.748331477,NA
"21183",3,10,"2.0","Mathematical sciences",NA,"Female",3,3,2,2,1,1,2,3,2,3,0.748331477,NA
"21191",3,24,"5.0","Human Resources management",NA,"Female",3,4,3,4,2,2,3,2,2,3,0.748331477,NA
"21195",3,11,"6.0","AP120","Male",NA,4,4,3,4,4,4,4,4,5,2,0.748331477,"Male"
"21246",5,24,"2.0","BA249","Male",NA,4,4,2,3,3,3,4,3,4,2,0.748331477,"Male"
"21249",3,13,"5.0","Bcs of science in agriculture (Hons) horticulture technology",NA,"Female",4,4,2,3,3,3,4,3,4,2,0.748331477,NA
"21253",3,12,"4.0","SR111","Male",NA,3,4,4,3,2,3,4,3,4,2,0.748331477,"Male"
"21254",5,23,"2.0","Diploma",NA,"Female",4,4,3,3,2,3,4,3,4,2,0.748331477,NA
"21265",3,11,"4.0","AP220",NA,"Female",3,4,4,2,3,4,3,3,4,2,0.748331477,NA
"21313",3,10,"2.0","CS110","Male",NA,3,3,3,2,3,2,4,2,4,2,0.748331477,"Male"
"21323",3,13,"3.0","Bachelor of science horticulture","Male",NA,4,4,3,3,3,4,3,2,4,2,0.748331477,"Male"
"21325",3,9,"4.0","AS115",NA,"Female",4,4,3,3,3,4,3,2,4,2,0.748331477,NA
"21330",5,24,"2.0","KBA119/ BANKING STUDIES",NA,"Female",3,3,3,2,2,4,3,2,4,2,0.748331477,NA
"21343",3,9,"4.0","RAS115","Male",NA,4,4,3,3,4,3,3,2,4,2,0.748331477,"Male"
"21355",3,10,"5.0","CS245",NA,"Female",4,4,4,3,3,3,3,2,4,2,0.748331477,NA
"21366",5,23,"3.0","Bachelor in Accounting","Male",NA,3,2,3,3,4,2,3,2,4,2,0.748331477,"Male"
"21412",5,23,"5.0","Degree in Accountancy",NA,"Female",4,4,3,4,2,3,4,3,3,2,0.748331477,NA
"21417",3,10,"2.0","computer science",NA,"Female",3,3,3,3,5,4,3,3,3,2,0.748331477,NA
"21422",5,24,"4.0","BA118 - Office Management and Technology",NA,"Female",3,4,3,1,3,3,3,3,3,2,0.748331477,NA
"21461",3,24,"2.0","Business admin",NA,"Female",4,3,2,2,3,3,4,2,3,2,0.748331477,NA
"21480",5,10,"2.0","COMPUTER SCIENCE",NA,"Female",4,3,4,2,2,3,3,2,3,2,0.748331477,NA
"21531",3,12,"2.0","SR111",NA,"Female",1,1,1,2,1,3,3,2,2,2,0.748331477,NA
"21539",3,10,"2.0","CS110",NA,"Female",2,2,2,3,4,2,2,1,2,2,0.748331477,NA
"21552",5,24,"1.0","Diploma in Banking",NA,"Female",3,3,3,3,3,3,3,2,4,1,0.748331477,NA
"21601",3,13,"3.0","AT232","Male",NA,2,3,2,1,2,2,1,1,3,1,0.748331477,"Male"
"21607",3,10,"2.0","Data Communication and Networking","Male",NA,3,3,3,2,3,2,1,2,2,1,0.748331477,"Male"
"21626",5,24,"1.0","DIPLOMA IN BANKING",NA,"Female",4,5,4,3,3,4,4,3,5,5,0.774596669,NA
"21637",3,12,"3.0","Sport management","Male",NA,5,5,4,3,3,3,4,4,4,5,0.774596669,"Male"
"21640",5,24,"4.0","International Business","Male",NA,4,4,5,4,3,3,5,3,4,5,0.774596669,"Male"
"21649",3,10,"2.0","CS110","Male",NA,4,3,4,5,4,3,5,4,3,5,0.774596669,"Male"
"21653",3,9,"4.0","AS115","Male",NA,5,4,3,5,4,4,4,3,3,5,0.774596669,"Male"
"21655",3,9,"2.0","As115","Male",NA,3,4,4,3,3,5,5,4,5,4,0.774596669,"Male"
"21668",5,10,"4.0","CS110",NA,"Female",2,3,2,3,2,3,3,4,4,4,0.774596669,NA
"21677",3,11,"4.0","Sains Ukur & Geomatik",NA,"Female",4,2,3,3,2,2,3,3,4,4,0.774596669,NA
"21701",3,12,"4.0","SR113",NA,"Female",3,3,4,3,3,1,3,3,3,4,0.774596669,NA
"21744",5,24,"2.0","BANKING",NA,"Female",5,5,5,3,3,4,4,4,4,3,0.774596669,NA
"21749",3,12,"4.0","Sr241","Male",NA,5,5,5,3,3,4,4,4,4,3,0.774596669,"Male"
"21767",3,23,"2.0","AC120",NA,"Female",3,4,2,2,2,3,4,3,4,3,0.774596669,NA
"21770",5,24,"4.0","INTERNATIONAL BUSINESS","Male",NA,3,3,4,2,2,2,4,3,4,3,0.774596669,"Male"
"21791",3,10,"2.0","CS 143",NA,"Female",3,3,2,3,2,4,4,2,4,3,0.774596669,NA
"21799",3,11,"4.0","Geomatics Science",NA,"Female",3,4,3,2,2,3,4,2,4,3,0.774596669,NA
"21814",5,24,"2.0","KBA1192F",NA,"Female",3,4,4,2,3,2,3,2,4,3,0.774596669,NA
"21879",3,12,"2.0","Sport Studies",NA,"Female",3,4,2,2,3,3,3,4,4,2,0.774596669,NA
"21887",3,24,"4.0","Finance",NA,"Female",3,3,3,2,2,4,4,3,4,2,0.774596669,NA
"21937",3,9,"2.0","Diploma in Science",NA,"Female",3,4,3,3,2,4,3,2,4,2,0.774596669,NA
"21942",5,27,"1.0","MBA",NA,"Female",4,3,2,3,4,3,3,2,4,2,0.774596669,NA
"21946",5,23,"4.0","AC220",NA,"Female",3,4,4,2,3,3,3,2,4,2,0.774596669,NA
"21982",5,17,"6.0","INDUSTRIAL DESIGN","Male",NA,4,4,3,2,2,4,3,3,3,2,0.774596669,"Male"
"21984",5,24,"2.0","Dip in Business Studies",NA,"Female",3,5,3,2,3,3,3,3,3,2,0.774596669,NA
"21989",3,9,"2.0","Industrial Chemistry","Male",NA,4,4,4,3,3,2,2,3,3,2,0.774596669,"Male"
"22001",3,9,"2.0","AS120",NA,"Female",4,4,2,3,3,3,4,2,3,2,0.774596669,NA
"22017",3,10,"5.0","Netcentric Computing",NA,"Female",4,4,3,2,3,4,3,2,3,2,0.774596669,NA
"22027",3,12,"4.0","Sport Studies",NA,"Female",4,4,4,2,3,3,3,2,3,2,0.774596669,NA
"22055",3,10,"6.0","CS248",NA,"Female",3,4,3,3,3,3,3,3,4,1,0.774596669,NA
"22088",5,23,"4.0","AC220",NA,"Female",4,4,3,3,4,5,5,5,5,5,0.781024968,NA
"22114",5,23,"3.0","Bachelor of Accountancy (Honour)",NA,"Female",3,3,2,3,3,4,3,3,4,5,0.781024968,NA
"22141",3,24,"2.0","BA2422C",NA,"Female",4,4,3,2,4,4,3,4,5,4,0.781024968,NA
"22144",5,23,"4.0","Accountancy",NA,"Female",3,4,4,4,4,2,3,4,5,4,0.781024968,NA
"22153",3,10,"4.0","Cs110","Male",NA,4,3,3,2,4,4,4,5,4,4,0.781024968,"Male"
"22193",3,24,"3.0","HUMAN RESOURCES",NA,"Female",3,4,2,2,4,4,3,3,4,4,0.781024968,NA
"22204",5,24,"2.0","Human Resources Management",NA,"Female",3,3,5,3,3,2,3,3,4,4,0.781024968,NA
"22217",3,9,"2.0","AS120",NA,"Female",4,3,3,3,4,2,4,2,4,4,0.781024968,NA
"22225",3,10,"5.0","CS248","Male",NA,4,4,4,3,2,3,3,2,4,4,0.781024968,"Male"
"22239",3,9,"2.0","Polymer Technology","Male",NA,4,4,4,5,2,4,4,3,3,4,0.781024968,"Male"
"22242",5,10,"2.0","Computer Science","Male",NA,3,5,5,3,4,3,4,3,3,4,0.781024968,"Male"
"22249",3,11,"2.0","AP120",NA,"Female",3,4,4,2,4,4,2,3,3,4,0.781024968,NA
"22258",5,23,"4.0","Sarjana Muda Perakaunan (Kepujian)",NA,"Female",4,4,4,4,2,3,3,2,3,4,0.781024968,NA
"22278",5,17,"3.0","AD114","Male",NA,3,3,3,2,2,3,3,3,1,4,0.781024968,"Male"
"22301",3,24,"4.0","BA243","Male",NA,3,3,4,2,3,4,3,3,5,3,0.781024968,"Male"
"22310",5,24,"1.0","BA119",NA,"Female",4,3,3,3,3,5,5,4,4,3,0.781024968,NA
"22321",3,23,"4.0","Diploma Accounting Information System","Male",NA,4,3,2,4,4,3,2,4,4,3,0.781024968,"Male"
"22323",3,9,"2.0","DIPLOMA SAINS",NA,"Female",5,5,5,4,4,5,5,3,4,3,0.781024968,NA
"22334",5,26,"4.0","Library science information management",NA,"Female",3,4,2,2,4,4,4,3,4,3,0.781024968,NA
"22345",3,10,"2.0","Computer Science",NA,"Female",4,4,2,3,2,4,4,3,4,3,0.781024968,NA
"22349",3,24,"4.0","BA242",NA,"Female",4,3,4,2,2,4,4,3,4,3,0.781024968,NA
"22369",3,12,"2.0","SR113","Male",NA,5,5,4,3,3,3,4,3,4,3,0.781024968,"Male"
"22380",5,10,"2.0","DIPLOMA IN COMPUTER SCIENCE",NA,"Female",4,5,3,3,2,3,3,3,4,3,0.781024968,NA
"22403",3,11,"4.0","AP120",NA,"Female",3,4,4,2,3,4,4,2,4,3,0.781024968,NA
"22445",3,9,"2.0","Diploma In Science","Male",NA,3,3,3,2,2,3,3,1,4,3,0.781024968,"Male"
"22446",5,15,"2.0","public administration",NA,"Female",3,3,2,3,3,3,2,1,4,3,0.781024968,NA
"22459",3,11,"8.0","AP220","Male",NA,5,4,4,3,3,5,4,3,3,3,0.781024968,"Male"
"22465",3,12,"2.0","Sport studies",NA,"Female",5,5,4,3,3,4,4,3,3,3,0.781024968,NA
"22469",3,10,"2.0","CS110","Male",NA,4,4,3,5,5,3,4,3,3,3,0.781024968,"Male"
"22500",5,26,"1.0","Library Management",NA,"Female",2,3,1,1,2,3,3,2,3,3,0.781024968,NA
"22502",5,15,"2.0","Diploma",NA,"Female",3,4,3,3,1,2,3,2,3,3,0.781024968,NA
"22515",3,10,"3.0","CS251",NA,"Female",3,3,4,4,4,4,4,2,2,3,0.781024968,NA
"22521",3,23,"2.0","AC120",NA,"Female",3,3,2,3,3,4,3,2,1,3,0.781024968,NA
"22542",5,24,"5.0","BA 242 bachelor in finance",NA,"Female",4,3,2,3,3,4,4,4,4,2,0.781024968,NA
"22555",3,9,"6.0","AS243",NA,"Female",4,4,4,3,5,4,4,3,4,2,0.781024968,NA
"22568",5,24,"2.0","OM",NA,"Female",4,3,4,2,3,4,4,3,4,2,0.781024968,NA
"22598",5,24,"4.0","BA242",NA,"Female",4,4,4,2,3,3,4,3,4,2,0.781024968,NA
"22604",5,26,"2.0","Information Management",NA,"Female",4,3,2,4,4,4,3,3,4,2,0.781024968,NA
"22611",3,10,"4.0","information technology",NA,"Female",4,4,4,2,3,4,3,3,4,2,0.781024968,NA
"22620",5,24,"2.0","Banking studies",NA,"Female",3,3,3,1,2,3,3,3,4,2,0.781024968,NA
"22630",5,24,"4.0","International business",NA,"Female",4,4,4,3,3,4,2,3,4,2,0.781024968,NA
"22640",5,23,"2.0","Diploma",NA,"Female",3,4,4,3,3,4,4,2,4,2,0.781024968,NA
"22641",3,10,"3.0","CS251 - Bachelor of Computer Science (Hons) Netcentric Computing","Male",NA,3,4,4,3,3,4,4,2,4,2,0.781024968,"Male"
"22685",3,9,"3.0","Applied Chemistry",NA,"Female",4,3,2,2,2,3,3,2,4,2,0.781024968,NA
"22689",3,10,"2.0","Sains matematik",NA,"Female",3,3,3,2,2,4,2,2,4,2,0.781024968,NA
