"","campus","faculty","semester","program","gender1","gender2","enough_info_delivery","enough_info_assessment","enough_time","online_access","resource_access","scheduled_learning","learning_duration","collaborative_study","constant_feedback","comfortably_study","STD.DVN","gender"
"12",5,15,"4.0","AM110",NA,"Female",5,4,5,5,5,5,5,5,5,5,0.3,NA
"14",5,15,"1.0","AM110",NA,"Female",4,5,4,4,4,4,4,4,4,4,0.3,NA
"29",3,9,"2.0","AS120",NA,"Female",4,5,4,4,4,4,4,4,4,4,0.3,NA
"56",5,26,"2.0","IM110",NA,"Female",5,4,4,4,4,4,4,4,4,4,0.3,NA
"76",5,23,"4.0","AC110",NA,"Female",5,4,4,4,4,4,4,4,4,4,0.3,NA
"81",3,12,"4.0","RSR241","Male",NA,5,4,4,4,4,4,4,4,4,4,0.3,"Male"
"89",3,13,"5.0","Horticulture","Male",NA,5,4,4,4,4,4,4,4,4,4,0.3,"Male"
"91",3,24,"6.0","BA242","Male",NA,5,4,4,4,4,4,4,4,4,4,0.3,"Male"
"100",5,24,"4.0","Business administration (hons) Marketing",NA,"Female",5,5,4,5,5,5,5,5,5,5,0.3,NA
"136",5,26,"1.0","Diploma in Library Management",NA,"Female",5,5,5,5,5,4,5,5,5,5,0.3,NA
"139",3,12,"2.0","SR113",NA,"Female",5,5,5,5,5,4,5,5,5,5,0.3,NA
"140",5,10,"2.0","CS110","Male",NA,5,5,5,5,5,4,5,5,5,5,0.3,"Male"
"142",5,15,"4.0","AM110",NA,"Female",5,5,5,5,5,4,5,5,5,5,0.3,NA
"170",5,24,"1.0","Business studies",NA,"Female",4,4,4,4,4,4,4,4,4,5,0.3,NA
"182",5,24,"2.0","Ba111",NA,"Female",4,4,4,4,4,4,4,4,4,5,0.3,NA
"184",5,24,"2.0","Banking studies",NA,"Female",4,4,4,4,4,4,4,4,4,5,0.3,NA
"193",3,10,"2.0","CS110",NA,"Female",4,4,4,4,4,4,4,4,4,5,0.3,NA
"208",5,23,"4.0","Diploma of Accountancy",NA,"Female",4,4,4,4,4,4,4,4,4,5,0.3,NA
"211",3,12,"4.0","SR113","Male",NA,4,4,4,4,4,4,4,4,4,5,0.3,"Male"
"215",3,10,"4.0","CS110","Male",NA,4,4,4,4,4,4,4,4,4,5,0.3,"Male"
"226",5,24,"5.0","KBA 244 OPERATIONAL MANAGEMENT",NA,"Female",4,4,4,4,4,4,4,4,4,5,0.3,NA
"247",3,10,"4.0","CS143",NA,"Female",5,5,5,5,5,5,5,5,5,4,0.3,NA
"260",5,17,"2.0","Industrial design","Male",NA,4,4,4,4,4,4,4,4,5,4,0.3,"Male"
"262",5,15,"2.0","Am110",NA,"Female",4,4,4,4,4,4,4,4,5,4,0.3,NA
"278",5,23,"4.0","AC220",NA,"Female",4,4,4,4,4,4,4,4,5,4,0.3,NA
"304",5,12,"3.0","SR241","Male",NA,4,4,4,4,4,4,5,4,4,4,0.3,"Male"
"307",3,12,"4.0","RSR241","Male",NA,4,4,4,4,4,4,5,4,4,4,0.3,"Male"
"326",5,24,"2.0","Office management and technology",NA,"Female",4,4,4,4,5,4,4,4,4,4,0.3,NA
"352",5,11,"2.0","AP243",NA,"Female",4,4,4,5,4,4,4,4,4,4,0.3,NA
"399",3,10,"4.0","computer science",NA,"Female",4,4,5,4,4,4,4,4,4,4,0.3,NA
"427",3,13,"2.0","Diploma plantation industry management","Male",NA,3,4,4,4,4,4,4,4,4,4,0.3,"Male"
"429",3,12,"2.0","Sport Study","Male",NA,3,4,4,4,4,4,4,4,4,4,0.3,"Male"
"447",3,11,"4.0","AP120",NA,"Female",3,4,4,4,4,4,4,4,4,4,0.3,NA
"450",5,24,"5.0","Finance",NA,"Female",3,4,4,4,4,4,4,4,4,4,0.3,NA
"462",5,26,"2.0","information management",NA,"Female",4,3,4,4,4,4,4,4,4,4,0.3,NA
"472",5,10,"2.0","Diploma in Computer Science",NA,"Female",4,3,4,4,4,4,4,4,4,4,0.3,NA
"478",5,24,"4.0","Diploma in office management and technology",NA,"Female",4,3,4,4,4,4,4,4,4,4,0.3,NA
"498",5,26,"1.0","Library management",NA,"Female",4,4,3,4,4,4,4,4,4,4,0.3,NA
"501",3,10,"1.0","CS240",NA,"Female",4,4,3,4,4,4,4,4,4,4,0.3,NA
"518",5,24,"2.0","Office management",NA,"Female",4,4,3,4,4,4,4,4,4,4,0.3,NA
"521",3,23,"2.0","Fundamental Cost Accounting",NA,"Female",4,4,3,4,4,4,4,4,4,4,0.3,NA
"537",3,12,"2.0","SR245",NA,"Female",4,4,3,4,4,4,4,4,4,4,0.3,NA
"545",3,10,"2.0","CS110","Male",NA,4,4,3,4,4,4,4,4,4,4,0.3,"Male"
"553",3,9,"2.0","DIPLOMA SAINS",NA,"Female",4,4,3,4,4,4,4,4,4,4,0.3,NA
"607",3,13,"4.0","Diploma",NA,"Female",4,4,3,4,4,4,4,4,4,4,0.3,NA
"676",5,24,"1.0","Pra diploma perdagangan","Male",NA,4,4,4,3,4,4,4,4,4,4,0.3,"Male"
"678",5,24,"1.0","DIPLOMA IN BANKING",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"700",5,26,"2.0","Library Management",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"718",5,24,"2.0","Banking",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"720",5,24,"2.0","BA119",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"726",5,23,"2.0","AC110","Male",NA,4,4,4,3,4,4,4,4,4,4,0.3,"Male"
"727",3,23,"2.0","Accounting In Information System",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"742",5,15,"2.0","AM110",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"743",3,12,"2.0","Sport Studies","Male",NA,4,4,4,3,4,4,4,4,4,4,0.3,"Male"
"745",3,12,"2.0","SR113",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"747",3,12,"2.0","SR111","Male",NA,4,4,4,3,4,4,4,4,4,4,0.3,"Male"
"751",3,11,"2.0","Diploma",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"764",5,10,"2.0","Computer Science",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"765",3,10,"2.0","RCS1432F",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"777",3,9,"2.0","AS115",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"804",5,15,"3.0","AM 110",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"807",3,12,"3.0","SR243",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"820",5,26,"4.0","KIM 244 4D",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"836",5,24,"4.0","Ba 246",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"837",3,24,"4.0","Finance",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"867",3,13,"4.0","At110",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"875",3,11,"4.0","RAP 120",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"931",3,10,"5.0","CS251",NA,"Female",4,4,4,3,4,4,4,4,4,4,0.3,NA
"962",5,26,"1.0","Library Management","Male",NA,4,4,4,4,3,4,4,4,4,4,0.3,"Male"
"967",3,13,"1.0","AT232","Male",NA,4,4,4,4,3,4,4,4,4,4,0.3,"Male"
"1005",3,9,"2.0","INDUSTRIAL CHEMISTRY",NA,"Female",4,4,4,4,3,4,4,4,4,4,0.3,NA
"1036",5,26,"4.0","Library management",NA,"Female",4,4,4,4,3,4,4,4,4,4,0.3,NA
"1043",3,24,"4.0","Marketing",NA,"Female",4,4,4,4,3,4,4,4,4,4,0.3,NA
"1103",3,13,"6.0","AT232",NA,"Female",4,4,4,4,3,4,4,4,4,4,0.3,NA
"1123",3,12,"2.0","RSR113",NA,"Female",4,4,4,4,4,3,4,4,4,4,0.3,NA
"1125",3,12,"2.0","SR113",NA,"Female",4,4,4,4,4,3,4,4,4,4,0.3,NA
"1161",3,9,"4.0","AS113",NA,"Female",4,4,4,4,4,3,4,4,4,4,0.3,NA
"1196",5,24,"1.0","business and management",NA,"Female",4,4,4,4,4,4,4,3,4,4,0.3,NA
"1197",3,24,"1.0","BA242",NA,"Female",4,4,4,4,4,4,4,3,4,4,0.3,NA
"1234",5,24,"2.0","Finance",NA,"Female",4,4,4,4,4,4,4,3,4,4,0.3,NA
"1261",3,12,"2.0","SR243","Male",NA,4,4,4,4,4,4,4,3,4,4,0.3,"Male"
"1271",3,10,"2.0","CS240","Male",NA,4,4,4,4,4,4,4,3,4,4,0.3,"Male"
"1324",5,26,"4.0","KIM244",NA,"Female",4,4,4,4,4,4,4,3,4,4,0.3,NA
"1375",3,9,"4.0","AS 120",NA,"Female",4,4,4,4,4,4,4,3,4,4,0.3,NA
"1407",3,10,"5.0","Cs240","Male",NA,4,4,4,4,4,4,4,3,4,4,0.3,"Male"
"1413",3,13,"6.0","AT232","Male",NA,4,4,4,4,4,4,4,3,4,4,0.3,"Male"
"1423",3,10,"6.0","CS110",NA,"Female",4,4,4,4,4,4,4,3,4,4,0.3,NA
"1425",3,9,"6.0","Degree in Marine Technology","Male",NA,4,4,4,4,4,4,4,3,4,4,0.3,"Male"
"1440",5,24,"1.0","BA111",NA,"Female",4,4,4,4,4,4,4,4,3,4,0.3,NA
"1504",5,26,"1.0","IM120",NA,"Female",3,3,3,3,3,3,3,3,3,4,0.3,NA
"1506",5,24,"2.0","Banking Studies","Male",NA,3,3,3,3,3,3,3,3,3,4,0.3,"Male"
"1537",3,12,"1.0","Sports science","Male",NA,4,4,4,4,4,4,4,4,4,3,0.3,"Male"
"1541",3,9,"1.0","AS203",NA,"Female",4,4,4,4,4,4,4,4,4,3,0.3,NA
"1546",5,26,"2.0","Information Management",NA,"Female",4,4,4,4,4,4,4,4,4,3,0.3,NA
"1566",5,24,"2.0","KBA246",NA,"Female",4,4,4,4,4,4,4,4,4,3,0.3,NA
"1574",5,23,"2.0","ACCOUNTING",NA,"Female",4,4,4,4,4,4,4,4,4,3,0.3,NA
"1591",3,13,"2.0","AT110","Male",NA,4,4,4,4,4,4,4,4,4,3,0.3,"Male"
"1597",3,11,"2.0","AP120","Male",NA,4,4,4,4,4,4,4,4,4,3,0.3,"Male"
"1606",5,10,"2.0","CS110","Male",NA,4,4,4,4,4,4,4,4,4,3,0.3,"Male"
"1647",3,12,"3.0","SR241","Male",NA,4,4,4,4,4,4,4,4,4,3,0.3,"Male"
"1662",5,26,"4.0","Powered by OrdaSoft! Bachelor of Information Science (Hons) Library Management",NA,"Female",4,4,4,4,4,4,4,4,4,3,0.3,NA
"1681",3,24,"4.0","Human Resource Management",NA,"Female",4,4,4,4,4,4,4,4,4,3,0.3,NA
"1707",3,11,"4.0","AP120",NA,"Female",4,4,4,4,4,4,4,4,4,3,0.3,NA
"1717",3,10,"4.0","CS143-DIPLOMA IN MATHEMATICS",NA,"Female",4,4,4,4,4,4,4,4,4,3,0.3,NA
"1748",5,24,"5.0","Fakulti Pengurusan Dan Perniagaan",NA,"Female",4,4,4,4,4,4,4,4,4,3,0.3,NA
"1790",5,15,"1.0","AM228",NA,"Female",3,3,3,3,3,3,3,3,4,3,0.3,NA
"1794",5,26,"2.0","Im120",NA,"Female",3,3,3,3,3,3,3,3,4,3,0.3,NA
"1802",5,23,"2.0","DIPLOMA PERAKAUNAN (AC110)",NA,"Female",3,3,3,3,3,3,3,3,4,3,0.3,NA
"1815",3,13,"3.0","At 232",NA,"Female",3,3,3,3,3,3,3,3,4,3,0.3,NA
"1836",5,23,"2.0","AC110","Male",NA,3,3,3,3,3,3,3,4,3,3,0.3,"Male"
"1906",5,15,"3.0","AM228",NA,"Female",3,3,3,4,3,3,3,3,3,3,0.3,NA
"1932",5,10,"2.0","Computer science",NA,"Female",3,3,4,3,3,3,3,3,3,3,0.3,NA
"1933",3,9,"2.0","Diploma Sains",NA,"Female",3,3,4,3,3,3,3,3,3,3,0.3,NA
"1963",3,24,"2.0","RBA2402A","Male",NA,3,4,3,3,3,3,3,3,3,3,0.3,"Male"
"1969",3,12,"2.0","RRS113",NA,"Female",3,4,3,3,3,3,3,3,3,3,0.3,NA
"2023",3,12,"4.0","RSR241",NA,"Female",4,3,3,3,3,3,3,3,3,3,0.3,NA
"2047",3,11,"2.0","AP120",NA,"Female",3,3,2,3,3,3,3,3,3,3,0.3,NA
"2090",5,24,"4.0","BA118",NA,"Female",3,3,3,2,3,3,3,3,3,3,0.3,NA
"2095",3,10,"4.0","Cs245",NA,"Female",3,3,3,2,3,3,3,3,3,3,0.3,NA
"2113",3,10,"2.0","Diploma in mathematical science",NA,"Female",3,3,3,3,2,3,3,3,3,3,0.3,NA
"2133",3,12,"4.0","SPORT STUDIES",NA,"Female",3,3,3,3,3,2,3,3,3,3,0.3,NA
"2156",5,24,"1.0","BA119C",NA,"Female",3,3,3,3,3,3,3,3,3,2,0.3,NA
"2163",3,12,"2.0","Sports management and recreation","Male",NA,3,3,3,3,3,3,3,3,3,2,0.3,"Male"
"2178",5,24,"4.0","Bachelor in Islamic Banking",NA,"Female",3,3,3,3,3,3,3,3,3,2,0.3,NA
"2267",3,10,"6.0","CS240","Male",NA,5,5,4,5,4,5,5,5,5,5,0.4,"Male"
"2277",3,9,"4.0","AS120",NA,"Female",5,5,5,4,4,5,5,5,5,5,0.4,NA
"2286",5,24,"4.0","FINANCE",NA,"Female",5,5,4,5,5,4,5,5,5,5,0.4,NA
"2301",3,24,"5.0","BA243",NA,"Female",5,4,5,5,5,5,5,4,5,5,0.4,NA
"2322",5,15,"5.0","AM228",NA,"Female",5,5,5,5,4,5,5,4,5,5,0.4,NA
"2324",5,24,"2.0","Kba250",NA,"Female",5,5,5,5,5,4,5,4,5,5,0.4,NA
"2339",3,12,"4.0","SR113","Male",NA,4,4,4,4,4,4,4,4,5,5,0.4,"Male"
"2372",5,24,"3.0","Diploma In Office Management",NA,"Female",4,4,5,4,4,4,4,4,4,5,0.4,NA
"2383",3,13,"2.0","Diploma in Planting Industry Management","Male",NA,5,4,4,4,4,4,4,4,4,5,0.4,"Male"
"2419",3,9,"3.0","DIPLOMA IN SCIENCE",NA,"Female",4,5,4,4,4,4,4,4,5,4,0.4,NA
"2427",3,9,"2.0","Ras120","Male",NA,4,5,4,4,4,4,4,5,4,4,0.4,"Male"
"2430",5,24,"1.0","ELC121",NA,"Female",4,4,4,4,4,5,5,4,4,4,0.4,NA
"2433",3,12,"2.0","SR113","Male",NA,4,4,4,4,4,5,5,4,4,4,0.4,"Male"
"2531",3,24,"4.0","BA243","Male",NA,5,5,4,4,4,4,4,4,4,4,0.4,"Male"
"2543",3,24,"5.0","BA242","Male",NA,5,5,4,4,4,4,4,4,4,4,0.4,"Male"
"2607",3,9,"1.0","polymer technology",NA,"Female",3,4,4,3,4,4,4,4,4,4,0.4,NA
"2617",3,11,"4.0","Ap120","Male",NA,3,4,4,3,4,4,4,4,4,4,0.4,"Male"
"2632",5,26,"2.0","Diploma in Library Management",NA,"Female",4,4,3,3,4,4,4,4,4,4,0.4,NA
"2640",5,24,"2.0","banking studies",NA,"Female",4,4,3,3,4,4,4,4,4,4,0.4,NA
"2659",3,9,"2.0","INDUSTRIAL CHEMISTRY",NA,"Female",4,4,3,3,4,4,4,4,4,4,0.4,NA
"2683",3,12,"4.0","sr113","Male",NA,4,4,3,3,4,4,4,4,4,4,0.4,"Male"
"2686",5,10,"4.0","CS110","Male",NA,4,4,3,3,4,4,4,4,4,4,0.4,"Male"
"2714",5,11,"4.0","Building Surveyors","Male",NA,4,3,4,4,3,4,4,4,4,4,0.4,"Male"
"2718",5,24,"1.0","PRA DIPLOMA",NA,"Female",4,4,3,4,3,4,4,4,4,4,0.4,NA
"2720",5,15,"1.0","AM110",NA,"Female",4,4,3,4,3,4,4,4,4,4,0.4,NA
"2724",5,24,"2.0","KBA2432D",NA,"Female",4,4,3,4,3,4,4,4,4,4,0.4,NA
"2753",3,12,"4.0","SR113",NA,"Female",4,4,3,4,3,4,4,4,4,4,0.4,NA
"2770",5,24,"1.0","Diploma Pengajian Perniagaan",NA,"Female",4,4,4,3,3,4,4,4,4,4,0.4,NA
"2782",5,26,"2.0","Library Management",NA,"Female",4,4,4,3,3,4,4,4,4,4,0.4,NA
"2799",3,24,"2.0","BA242",NA,"Female",4,4,4,3,3,4,4,4,4,4,0.4,NA
"2800",5,23,"2.0","AC110",NA,"Female",4,4,4,3,3,4,4,4,4,4,0.4,NA
"2815",3,13,"2.0","DIPLOMA",NA,"Female",4,4,4,3,3,4,4,4,4,4,0.4,NA
"2817",3,12,"2.0","Sport management and recreation",NA,"Female",4,4,4,3,3,4,4,4,4,4,0.4,NA
"2829",3,10,"2.0","CS110",NA,"Female",4,4,4,3,3,4,4,4,4,4,0.4,NA
"2841",3,9,"2.0","Polymer technology","Male",NA,4,4,4,3,3,4,4,4,4,4,0.4,"Male"
"2872",5,24,"4.0","International business",NA,"Female",4,4,4,3,3,4,4,4,4,4,0.4,NA
"2873",3,23,"4.0","AC120",NA,"Female",4,4,4,3,3,4,4,4,4,4,0.4,NA
"2889",3,13,"4.0","AT110",NA,"Female",4,4,4,3,3,4,4,4,4,4,0.4,NA
"2897",3,10,"4.0","CS245",NA,"Female",4,4,4,3,3,4,4,4,4,4,0.4,NA
"2915",3,23,"5.0","AC120",NA,"Female",4,4,4,3,3,4,4,4,4,4,0.4,NA
"2940",5,24,"4.0","OFFICE AND MANAGEMENT",NA,"Female",3,4,4,4,4,3,4,4,4,4,0.4,NA
"2948",5,23,"2.0","Diploma in Accountancy",NA,"Female",4,4,3,4,4,3,4,4,4,4,0.4,NA
"2952",5,10,"2.0","DIPLOMA IN COMPUTER SCIENCE",NA,"Female",4,4,3,4,4,3,4,4,4,4,0.4,NA
"2967",3,9,"4.0","DIPLOMA IN SCIENCES",NA,"Female",4,4,3,4,4,3,4,4,4,4,0.4,NA
"2978",5,26,"2.0","IM110",NA,"Female",4,4,4,3,4,3,4,4,4,4,0.4,NA
"3010",5,17,"2.0","Industrial design","Male",NA,4,4,4,4,3,3,4,4,4,4,0.4,"Male"
"3017",3,12,"4.0","Diploma Sport Management and Recreation","Male",NA,4,4,4,4,3,3,4,4,4,4,0.4,"Male"
"3071",3,12,"2.0","RSR113/2","Male",NA,3,4,4,4,4,4,4,3,4,4,0.4,"Male"
"3106",5,26,"2.0","Library management",NA,"Female",4,4,3,4,4,4,4,3,4,4,0.4,NA
"3134",5,23,"3.0","AC220","Male",NA,4,4,3,4,4,4,4,3,4,4,0.4,"Male"
"3186",5,26,"1.0","Kim120",NA,"Female",4,4,4,3,4,4,4,3,4,4,0.4,NA
"3223",3,11,"2.0","AP120",NA,"Female",4,4,4,3,4,4,4,3,4,4,0.4,NA
"3247",3,12,"3.0","Sport management","Male",NA,4,4,4,3,4,4,4,3,4,4,0.4,"Male"
"3249",3,10,"3.0","Bachelor of Information Technology","Male",NA,4,4,4,3,4,4,4,3,4,4,0.4,"Male"
"3262",5,24,"4.0","BA246- BACHELOR OF BUSINESS ADMINISTRATION(HONS) INTERNATIONAL BUSINESS",NA,"Female",4,4,4,3,4,4,4,3,4,4,0.4,NA
"3272",5,15,"4.0","AM110",NA,"Female",4,4,4,3,4,4,4,3,4,4,0.4,NA
"3273",3,12,"4.0","RSR111",NA,"Female",4,4,4,3,4,4,4,3,4,4,0.4,NA
"3277",3,10,"4.0","Sciences mathematic",NA,"Female",4,4,4,3,4,4,4,3,4,4,0.4,NA
"3312",5,24,"1.0","Bachelor of Business Administration Human Resource Management",NA,"Female",4,4,4,4,3,4,4,3,4,4,0.4,NA
"3337",3,12,"2.0","SR111",NA,"Female",4,4,4,4,3,4,4,3,4,4,0.4,NA
"3344",5,10,"2.0","Computer Science","Male",NA,4,4,4,4,3,4,4,3,4,4,0.4,"Male"
"3369",3,11,"4.0","AP220",NA,"Female",4,4,4,4,3,4,4,3,4,4,0.4,NA
"3393",3,12,"2.0","SR113","Male",NA,4,4,4,4,4,3,4,3,4,4,0.4,"Male"
"3406",5,26,"4.0","Bachelor of Information Science(Hons) Library Management",NA,"Female",4,4,4,4,4,3,4,3,4,4,0.4,NA
"3426",5,24,"2.0","Office management and technology",NA,"Female",4,4,4,4,4,4,3,3,4,4,0.4,NA
"3427",3,12,"2.0","SR113","Male",NA,4,4,4,4,4,4,3,3,4,4,0.4,"Male"
"3441",3,9,"4.0","AS113",NA,"Female",4,4,4,4,4,4,3,3,4,4,0.4,NA
"3443",3,9,"6.0","As115","Male",NA,4,4,4,4,4,4,3,3,4,4,0.4,"Male"
"3479",3,10,"2.0","CS110",NA,"Female",4,4,3,4,4,4,4,4,3,4,0.4,NA
"3480",5,24,"3.0","Islamic banking","Male",NA,4,4,3,4,4,4,4,4,3,4,0.4,"Male"
"3505",3,9,"3.0","Chemistry",NA,"Female",4,4,4,3,4,4,4,4,3,4,0.4,NA
"3506",5,26,"4.0","Library Management",NA,"Female",4,4,4,3,4,4,4,4,3,4,0.4,NA
"3509",3,23,"4.0","Diploma accounting information system",NA,"Female",4,4,4,3,4,4,4,4,3,4,0.4,NA
"3525",3,13,"2.0","AT110",NA,"Female",4,4,4,4,3,4,4,4,3,4,0.4,NA
"3529",3,9,"2.0","AS120","Male",NA,4,4,4,4,3,4,4,4,3,4,0.4,"Male"
"3555",3,9,"4.0","As115",NA,"Female",4,4,4,4,4,4,3,4,3,4,0.4,NA
"3564",5,24,"2.0","BA242","Male",NA,4,4,4,4,4,4,4,3,3,4,0.4,"Male"
"3571",3,10,"2.0","CS110","Male",NA,4,4,4,4,4,4,4,3,3,4,0.4,"Male"
"3585",3,11,"4.0","AP120",NA,"Female",4,4,4,4,4,4,4,3,3,4,0.4,NA
"3625",3,10,"3.0","CS248",NA,"Female",4,3,4,4,4,4,4,4,4,3,0.4,NA
"3634",5,26,"2.0","Diploma Information management",NA,"Female",4,4,3,4,4,4,4,4,4,3,0.4,NA
"3643",3,9,"2.0","DIPLOMA Chemical industries","Male",NA,4,4,3,4,4,4,4,4,4,3,0.4,"Male"
"3673",3,9,"4.0","As115",NA,"Female",4,4,3,4,4,4,4,4,4,3,0.4,NA
"3681",3,10,"5.0","CS245",NA,"Female",4,4,3,4,4,4,4,4,4,3,0.4,NA
"3683",3,13,"6.0","Horticulture Technology",NA,"Female",4,4,3,4,4,4,4,4,4,3,0.4,NA
"3687",3,11,"7.0","AP220","Male",NA,4,4,3,4,4,4,4,4,4,3,0.4,"Male"
"3700",5,26,"2.0","INFORMATION MANAGEMENT",NA,"Female",4,4,4,3,4,4,4,4,4,3,0.4,NA
"3720",5,23,"2.0","AC110",NA,"Female",4,4,4,3,4,4,4,4,4,3,0.4,NA
"3721",3,23,"2.0","Diploma in Accounting Information System",NA,"Female",4,4,4,3,4,4,4,4,4,3,0.4,NA
"3729",3,12,"2.0","Management sports and recreation","Male",NA,4,4,4,3,4,4,4,4,4,3,0.4,"Male"
"3739",3,9,"2.0","Diploma in Industrial Chemistry",NA,"Female",4,4,4,3,4,4,4,4,4,3,0.4,NA
"3741",3,9,"2.0","industrial chemistry",NA,"Female",4,4,4,3,4,4,4,4,4,3,0.4,NA
"3743",3,9,"2.0","Kimia industri",NA,"Female",4,4,4,3,4,4,4,4,4,3,0.4,NA
"3763",3,12,"3.0","SR245",NA,"Female",4,4,4,3,4,4,4,4,4,3,0.4,NA
"3774",5,24,"4.0","Degree in International Business",NA,"Female",4,4,4,3,4,4,4,4,4,3,0.4,NA
"3791",3,13,"4.0","AT110",NA,"Female",4,4,4,3,4,4,4,4,4,3,0.4,NA
"3828",5,26,"6.0","Information Management",NA,"Female",4,4,4,3,4,4,4,4,4,3,0.4,NA
"3837",3,9,"6.0","bachelor of polymer technology",NA,"Female",4,4,4,3,4,4,4,4,4,3,0.4,NA
"3855",3,12,"2.0","Rsr113",NA,"Female",4,4,4,4,3,4,4,4,4,3,0.4,NA
"3893",3,12,"2.0","sport management","Male",NA,4,4,4,4,4,3,4,4,4,3,0.4,"Male"
"3948",5,26,"2.0","INFORMATION MANAGEMENT",NA,"Female",4,4,4,4,4,4,4,3,4,3,0.4,NA
"3962",5,24,"2.0","OFFICE MANAGEMENT AND TECHNOLOGY",NA,"Female",4,4,4,4,4,4,4,3,4,3,0.4,NA
"3967",3,23,"2.0","Ac120",NA,"Female",4,4,4,4,4,4,4,3,4,3,0.4,NA
"3987",3,10,"2.0","Management Mathematics",NA,"Female",4,4,4,4,4,4,4,3,4,3,0.4,NA
"3995",3,9,"2.0","AS120","Male",NA,4,4,4,4,4,4,4,3,4,3,0.4,"Male"
"4019",3,10,"3.0","Management math",NA,"Female",4,4,4,4,4,4,4,3,4,3,0.4,NA
"4046",5,23,"4.0","Di0lom",NA,"Female",4,4,4,4,4,4,4,3,4,3,0.4,NA
"4065",3,10,"4.0","Mathematical Sciences","Male",NA,4,4,4,4,4,4,4,3,4,3,0.4,"Male"
"4071",3,9,"4.0","As113",NA,"Female",4,4,4,4,4,4,4,3,4,3,0.4,NA
"4101",3,13,"6.0","Bachelor of technology horticulture",NA,"Female",4,4,4,4,4,4,4,3,4,3,0.4,NA
"4140",5,26,"4.0","SARJANA MUDA SAINS MAKLUMAT (KEPUJIAN) PENGURUSAN PERPUSTAKAAN","Male",NA,3,3,3,3,3,4,3,3,4,3,0.4,"Male"
"4144",5,23,"4.0","Accountancy",NA,"Female",3,3,3,3,3,4,3,3,4,3,0.4,NA
"4153",3,9,"2.0","Diploma in polimer teknologi",NA,"Female",3,3,3,3,4,3,3,3,4,3,0.4,NA
"4163",3,10,"3.0","Information Technology",NA,"Female",3,3,3,4,3,3,3,3,4,3,0.4,NA
"4179",3,9,"2.0","Industrial chemistry",NA,"Female",3,3,4,3,3,3,3,3,4,3,0.4,NA
"4234",5,26,"2.0","Information management",NA,"Female",4,4,4,4,4,4,4,4,3,3,0.4,NA
"4249",3,10,"4.0","CS110","Male",NA,4,4,4,4,4,4,4,4,3,3,0.4,"Male"
"4259",3,9,"4.0","Diploma in Science",NA,"Female",3,4,3,3,3,3,3,4,3,3,0.4,NA
"4293",3,12,"6.0","SR243","Male",NA,3,3,3,3,3,4,4,3,3,3,0.4,"Male"
"4346",5,23,"5.0","BACHELOR IN ACCOUNTANCY (HONOR)","Male",NA,3,4,3,3,3,4,3,3,3,3,0.4,"Male"
"4375",3,12,"4.0","Diploma of Sport Studies (SR113)","Male",NA,3,3,4,4,3,3,3,3,3,3,0.4,"Male"
"4426",5,24,"2.0","BA243",NA,"Female",4,4,3,3,3,3,3,3,3,3,0.4,NA
"4439",3,9,"2.0","RAS115",NA,"Female",4,4,3,3,3,3,3,3,3,3,0.4,NA
"4446",5,24,"4.0","International business","Male",NA,4,4,3,3,3,3,3,3,3,3,0.4,"Male"
"4457",3,9,"4.0","Diploma industrial chemistry","Male",NA,4,4,3,3,3,3,3,3,3,3,0.4,"Male"
"4475",3,9,"6.0","as254","Male",NA,3,3,2,2,3,3,3,3,3,3,0.4,"Male"
"4494",5,23,"4.0","Accountancy","Male",NA,3,3,3,2,2,3,3,3,3,3,0.4,"Male"
"4535",3,10,"3.0","Information Technology",NA,"Female",3,3,3,2,3,3,3,2,3,3,0.4,NA
"4609",3,12,"2.0","SR111","Male",NA,3,3,3,3,3,3,3,2,3,2,0.4,"Male"
"4617",3,10,"3.0","Information Technology",NA,"Female",3,3,3,3,3,3,3,2,3,2,0.4,NA
"4674",5,21,"1.0","Bachelor of Halal Managemenr","Male",NA,4,4,3,4,4,4,4,4,4,5,0.447213595,"Male"
"4678",5,23,"2.0","AC110",NA,"Female",4,4,3,4,4,4,4,4,4,5,0.447213595,NA
